iter	Passed	Remaining
560	49375	38638
561	49455	38543
562	49547	38458
563	49619	38358
564	49695	38260
565	49781	38171
566	49870	38084
567	49957	37995
568	50075	37930
569	50172	37849
570	50263	37763
571	50357	37680
572	50445	37592
573	50539	37508
574	50632	37424
575	50721	37336
576	50807	37246
577	50890	37155
578	51100	37156
579	51203	37078
580	51304	36998
581	51408	36922
582	51499	36835
583	51588	36747
584	51683	36664
585	51778	36580
586	51867	36492
587	51959	36406
588	52046	36317
589	52131	36226
590	52225	36142
591	52319	36057
592	52437	35990
593	52517	35895
594	52606	35808
595	52692	35717
596	52776	35626
597	52868	35540
598	52949	35446
599	53031	35354
600	53130	35272
601	53216	35182
602	53308	35096
603	53395	35007
604	53496	34927
605	53587	34840
606	53666	34746
607	53757	34659
608	53846	34571
609	53935	34483
610	54018	34391
611	54112	34306
612	54206	34221
613	54301	34137
614	54401	34055
615	54513	33982
616	54605	33895
617	54812	33881
618	54947	33820
619	55044	33737
620	55151	33659
621	55254	33579
622	55355	33497
623	55458	33417
624	55564	33338
625	55666	33257
626	55758	33170
627	55856	33087
628	55952	33002
629	56049	32917
630	56156	32839
631	56251	32754
632	56350	32670
633	56452	32589
634	56570	32516
635	56667	32432
636	56766	32348
637	56874	32270
638	56969	32184
639	57071	32102
640	57150	32007
641	57231	31914
642	57323	31826
643	57424	31744
644	57523	31660
645	57628	31579
646	57714	31488
647	57809	31402
648	57906	31317
649	57997	31229
650	58109	31152
651	58216	31072
652	58310	30985
653	58401	30897
654	58490	30808
655	58588	30723
656	58683	30637
657	58778	30550
658	58868	30461
659	58961	30374
660	59056	30287
661	59144	30197
662	59229	30105
663	59343	30029
664	59438	29942
665	59536	29857
666	59643	29777
667	59744	29693
668	59847	29610
669	59925	29515
670	60001	29419
671	60090	29329
672	60174	29237
673	60263	29148
674	60356	29060
675	60452	28974
676	60546	28887
677	60639	28799
678	60728	28709
679	60827	28624
680	60927	28540
681	61018	28451
682	61121	28368
683	61222	28284
684	61382	28226
685	61515	28157
686	61605	28067
687	61699	27980
688	61790	27890
689	61878	27800
690	61959	27706
691	62046	27616
692	62126	27522
693	62217	27433
694	62302	27341
695	62397	27253
696	62479	27160
697	62573	27073
698	62655	26980
699	62750	26893
700	62844	26805
701	62929	26713
702	63018	26623
703	63111	26535
704	63209	26449
705	63316	26367
706	63411	26279
707	63507	26192
708	63601	26104
709	63696	26016
710	63787	25927
711	63880	25839
712	63970	25749
713	64061	25660
714	64155	25572
715	64251	25485
716	64344	25396
717	64438	25308
718	64537	25222
719	64638	25137
720	64724	25045
721	64819	24958
722	64909	24868
723	65012	24783
724	65115	24699
725	65215	24613
726	65316	24527
727	65408	24438
728	65504	24350
729	65597	24262
730	65700	24177
731	65799	24090
732	65887	23999
733	65995	23916
734	66100	23832
735	66194	23743
736	66305	23661
737	66407	23575
738	66500	23486
739	66624	23408
740	66718	23319
741	66815	23232
742	66925	23149
743	67091	23085
744	67181	22995
745	67259	22900
746	67345	22809
747	67424	22715
748	67509	22623
749	67593	22531
750	67687	22442
751	67775	22351
752	67872	22263
753	67969	22175
754	68066	22087
755	68165	22000
756	68267	21914
757	68365	21826
758	68466	21739
759	68562	21651
760	68660	21563
761	68759	21476
762	68857	21388
763	68965	21303
764	69056	21213
765	69170	21130
766	69282	21046
767	69391	20962
768	69495	20875
769	69590	20786
770	69679	20695
771	69764	20604
772	69851	20512
773	69934	20420
774	70019	20328
775	70104	20236
776	70188	20144
777	70275	20052
778	70359	19960
779	70444	19868
780	70526	19776
781	70603	19682
782	70682	19588
783	70759	19494
784	70836	19401
785	70919	19308
786	71003	19217
787	71081	19123
788	71165	19031
789	71257	18941
790	71349	18852
791	71445	18763
792	71639	18700
793	71751	18615
794	71841	18525
795	71920	18431
796	72001	18339
797	72095	18249
798	72206	18164
799	72307	18076
800	72395	17985
801	72483	17894
802	72571	17803
803	72647	17710
804	72734	17619
805	72820	17527
806	72916	17438
807	73017	17350
808	73103	17259
809	73190	17168
810	73277	17077
811	73368	16986
812	73460	16896
813	73544	16804
814	73630	16713
815	73713	16621
816	73800	16530
817	73882	16438
818	73979	16349
819	74077	16260
820	74164	16169
821	74257	16080
822	74349	15990
823	74440	15899
824	74531	15809
825	74619	15718
826	74722	15631
827	74813	15541
828	74903	15450
829	74997	15360
830	75092	15271
831	75186	15181
832	75299	15096
833	75395	15006
834	75494	14917
835	75599	14830
836	75688	14739
837	75774	14648
838	75865	14558
839	75951	14466
840	76042	14376
841	76133	14286
842	76220	14195
843	76303	14103
844	76387	14011
845	76475	13921
846	76561	13829
847	76650	13739
848	76741	13648
849	76837	13559
850	76930	13469
851	77029	13380
852	77114	13289
853	77200	13198
854	77284	13106
855	77375	13016
856	77465	12925
857	77562	12836
858	77655	12746
859	77747	12656
860	77830	12564
861	77924	12475
862	78019	12385
863	78116	12296
864	78204	12205
865	78297	12115
866	78396	12026
867	78489	11936
868	78582	11846
869	78678	11756
870	78770	11666
871	78868	11577
872	79054	11500
873	79172	11413
874	79259	11322
875	79355	11232
876	79443	11142
877	79527	11050
878	79610	10958
879	79687	10866
880	79770	10774
881	79860	10684
882	79964	10595
883	80049	10504
884	80139	10413
885	80232	10323
886	80318	10232
887	80409	10141
888	80497	10050
889	80587	9960
890	80671	9868
891	80764	9778
892	80845	9686
893	80942	9597
894	81034	9506
895	81122	9416
896	81203	9324
897	81282	9232
898	81368	9141
899	81463	9051
900	81552	8960
901	81648	8870
902	81734	8779
903	81821	8688
904	81912	8598
905	82010	8508
906	82111	8419
907	82204	8329
908	82294	8238
909	82390	8148
910	82477	8057
911	82565	7966
912	82654	7876
913	82739	7785
914	82835	7695
915	82927	7604
916	83018	7514
917	83106	7423
918	83190	7332
919	83278	7241
920	83368	7151
921	83459	7060
922	83559	6970
923	83641	6879
924	83730	6788
925	83820	6698
926	83910	6607
927	84000	6517
928	84099	6427
929	84191	6336
930	84283	6246
931	84384	6156
932	84479	6066
933	84572	5976
934	84663	5885
935	84739	5794
936	84829	5703
937	84923	5613
938	85029	5523
939	85123	5433
940	85224	5343
941	85314	5252
942	85407	5162
943	85498	5071
944	85597	4981
945	85689	4891
946	85785	4801
947	85874	4710
948	85965	4619
949	86058	4529
950	86151	4438
951	86242	4348
952	86330	4257
953	86421	4167
954	86511	4076
955	86600	3985
956	86688	3895
957	86770	3804
958	86851	3713
959	86936	3622
960	87027	3531
961	87121	3441
962	87211	3350
963	87295	3260
964	87386	3169
965	87463	3078
966	87543	2987
967	87629	2896
968	87711	2806
969	87793	2715
970	87880	2624
971	87970	2534
972	88058	2443
973	88145	2352
974	88230	2262
975	88313	2171
976	88398	2081
977	88486	1990
978	88578	1900
979	88667	1809
980	88778	1719
981	88864	1628
982	88946	1538
983	89038	1447
984	89123	1357
985	89203	1266
986	89288	1176
987	89367	1085
988	89454	994
989	89544	904
990	89698	814
991	89840	724
992	89926	633
993	90009	543
994	90101	452
995	90188	362
996	90276	271
997	90367	181
998	90449	90
999	90533	0
