iter	Passed	Remaining
163	6783	34579
164	6822	34525
165	6861	34474
166	6903	34432
167	6943	34389
168	6984	34341
169	7026	34307
170	7067	34263
171	7110	34227
172	7151	34184
173	7191	34141
174	7233	34099
175	7276	34066
176	7320	34037
177	7362	34000
178	7407	33975
179	7449	33936
180	7492	33900
181	7535	33866
182	7573	33813
183	7614	33767
184	7656	33729
185	7695	33677
186	7735	33632
187	7778	33597
188	7817	33544
189	7856	33492
190	7897	33452
191	7938	33405
192	7978	33359
193	8021	33327
194	8061	33280
195	8100	33229
196	8140	33183
197	8184	33151
198	8223	33100
199	8263	33054
200	8305	33014
201	8351	32992
202	8395	32959
203	8436	32917
204	8476	32872
205	8518	32832
206	8559	32791
207	8599	32742
208	8644	32716
209	8685	32672
210	8728	32639
211	8773	32611
212	8814	32568
213	8856	32529
214	8899	32495
215	8939	32446
216	8980	32403
217	9021	32363
218	9064	32327
219	9106	32285
220	9147	32242
221	9186	32195
222	9228	32154
223	9271	32120
224	9314	32082
225	9354	32035
226	9392	31983
227	9435	31948
228	9475	31901
229	9517	31864
230	9559	31824
231	9599	31776
232	9641	31739
233	9684	31701
234	9727	31667
235	9768	31623
236	9811	31586
237	9856	31557
238	9898	31517
239	9942	31483
240	9984	31445
241	10025	31401
242	10066	31360
243	10105	31311
244	10147	31271
245	10187	31225
246	10228	31181
247	10283	31182
248	10329	31152
249	10371	31114
250	10410	31066
251	10452	31026
252	10492	30980
253	10532	30933
254	10575	30898
255	10617	30855
256	10656	30807
257	10699	30770
258	10743	30737
259	10787	30703
260	10830	30667
261	10872	30625
262	10912	30580
263	10951	30532
264	10992	30487
265	11032	30442
266	11075	30404
267	11118	30369
268	11159	30325
269	11202	30287
270	11242	30243
271	11281	30195
272	11324	30158
273	11368	30122
274	11409	30079
275	11450	30037
276	11492	29997
277	11534	29956
278	11576	29916
279	11617	29872
280	11661	29837
281	11700	29790
282	11740	29745
283	11784	29709
284	11824	29664
285	11863	29617
286	11906	29580
287	11947	29536
288	11989	29497
289	12030	29453
290	12126	29545
291	12167	29501
292	12210	29462
293	12251	29420
294	12292	29376
295	12333	29333
296	12372	29286
297	12414	29245
298	12454	29199
299	12494	29154
300	12538	29117
301	12577	29070
302	12622	29036
303	12662	28991
304	12704	28948
305	12745	28906
306	12784	28859
307	12827	28819
308	12870	28781
309	12910	28736
310	12950	28692
311	12991	28647
312	13030	28601
313	13073	28562
314	13113	28517
315	13154	28473
316	13194	28428
317	13235	28384
318	13275	28340
319	13316	28298
320	13359	28259
321	13401	28218
322	13445	28181
323	13488	28142
324	13530	28101
325	13569	28054
326	13610	28011
327	13650	27967
328	13691	27924
329	13732	27881
330	13773	27837
331	13816	27799
332	13860	27762
333	13902	27721
334	13942	27676
335	13983	27634
336	14024	27590
337	14063	27545
338	14105	27503
339	14143	27455
340	14184	27411
341	14227	27373
342	14268	27329
343	14308	27285
344	14348	27241
345	14396	27210
346	14436	27167
347	14475	27121
348	14519	27083
349	14562	27044
350	14603	27001
351	14644	26958
352	14688	26921
353	14729	26879
354	14772	26840
355	14816	26802
356	14856	26758
357	14896	26713
358	14938	26672
359	14978	26628
360	15021	26589
361	15064	26550
362	15109	26514
363	15150	26471
364	15191	26428
365	15233	26387
366	15273	26343
367	15315	26303
368	15355	26258
369	15396	26215
370	15439	26176
371	15481	26134
372	15523	26094
373	15565	26053
374	15608	26014
375	15647	25968
376	15686	25921
377	15727	25878
378	15766	25833
379	15807	25791
380	15851	25753
381	15893	25712
382	15935	25671
383	15976	25629
384	16016	25584
385	16056	25540
386	16099	25501
387	16139	25456
388	16180	25413
389	16225	25377
390	16263	25330
391	16304	25288
392	16347	25249
393	16390	25210
394	16434	25172
395	16474	25128
396	16517	25088
397	16559	25047
398	16600	25004
399	16641	24962
400	16683	24921
401	16726	24881
402	16767	24839
403	16809	24797
404	16849	24753
405	16890	24712
406	16930	24667
407	16971	24625
408	17013	24584
409	17056	24544
410	17098	24503
411	17138	24459
412	17177	24415
413	17221	24376
414	17264	24336
415	17307	24297
416	17350	24257
417	17392	24216
418	17432	24171
419	17474	24132
420	17516	24090
421	17558	24049
422	17600	24007
423	17640	23963
424	17679	23919
425	17722	23879
426	17765	23839
427	17808	23800
428	17849	23757
429	17889	23713
430	17930	23671
431	17970	23628
432	18011	23585
433	18054	23545
434	18095	23503
435	18138	23463
436	18177	23418
437	18220	23378
438	18262	23337
439	18304	23297
440	18347	23256
441	18391	23218
442	18432	23175
443	18472	23132
444	18510	23086
445	18554	23047
446	18598	23008
447	18639	22966
448	18679	22923
449	18719	22879
450	18761	22837
451	18802	22795
452	18844	22755
453	18886	22713
454	18927	22671
455	18968	22629
456	19013	22592
457	19053	22547
458	19091	22502
459	19133	22460
460	19172	22416
461	19214	22374
462	19260	22338
463	19301	22296
464	19339	22250
465	19376	22203
466	19419	22163
467	19454	22115
468	19493	22070
469	19529	22022
470	19566	21975
471	19601	21926
472	19638	21880
473	19676	21834
474	19715	21790
475	19752	21744
476	19793	21702
477	19830	21656
478	19869	21611
479	19913	21572
480	19952	21528
481	19993	21486
482	20030	21440
483	20069	21396
484	20109	21353
485	20145	21306
486	20184	21262
487	20224	21219
488	20261	21172
489	20299	21127
490	20339	21085
491	20379	21042
492	20416	20996
493	20453	20949
494	20492	20906
495	20528	20859
496	20567	20815
497	20605	20770
498	20645	20728
499	20685	20685
500	20722	20639
501	20762	20597
502	20801	20553
503	20840	20509
504	20874	20461
505	20914	20418
506	20953	20374
507	20992	20331
508	21032	20288
509	21071	20244
510	21111	20202
511	21152	20160
512	21192	20118
513	21231	20074
514	21268	20029
515	21303	19982
516	21341	19937
517	21378	19892
518	21417	19849
519	21456	19806
520	21495	19762
521	21533	19718
522	21571	19674
523	21609	19630
524	21645	19584
525	21681	19538
526	21720	19494
527	21759	19451
528	21799	19409
529	21838	19366
530	21875	19320
531	21914	19277
532	21954	19235
533	21991	19190
534	22027	19145
535	22065	19101
536	22104	19058
537	22144	19015
538	22184	18974
539	22219	18928
540	22257	18883
541	22297	18842
542	22337	18799
543	22377	18757
544	22417	18715
545	22459	18675
546	22496	18630
547	22532	18584
548	22567	18539
549	22603	18493
550	22640	18449
551	22678	18405
552	22718	18363
553	22754	18318
554	22795	18277
555	22834	18234
556	22869	18188
557	22910	18147
558	22949	18104
559	22987	18061
560	23025	18018
561	23066	17976
562	23101	17931
563	23139	17888
564	23177	17844
565	23216	17801
566	23252	17756
567	23293	17716
568	23331	17673
569	23368	17628
570	23404	17584
571	23444	17542
572	23482	17499
573	23527	17460
574	23566	17418
575	23604	17375
576	23643	17333
577	23681	17289
578	23719	17246
579	23768	17212
580	23815	17174
581	23856	17134
582	23898	17093
583	23935	17050
584	24009	17032
585	24058	16997
586	24094	16952
587	24133	16909
588	24173	16868
589	24212	16825
590	24248	16781
591	24286	16738
592	24323	16694
593	24362	16652
594	24399	16608
595	24436	16564
596	24475	16521
597	24515	16480
598	24552	16436
599	24590	16393
600	24629	16351
601	24666	16307
602	24705	16265
603	24742	16222
604	24779	16178
605	24817	16135
606	24855	16092
607	24895	16051
608	24933	16008
609	24971	15965
610	25010	15922
611	25043	15876
612	25083	15835
613	25121	15792
614	25158	15749
615	25196	15706
616	25232	15663
617	25268	15618
618	25305	15575
619	25345	15534
620	25384	15492
621	25423	15450
622	25465	15410
623	25505	15368
624	25543	15326
625	25582	15284
626	25620	15241
627	25656	15197
628	25695	15155
629	25730	15111
630	25769	15069
631	25806	15026
632	25844	14984
633	25880	14940
634	25918	14898
635	25956	14855
636	26001	14816
637	26039	14774
638	26078	14732
639	26116	14690
640	26152	14646
641	26190	14604
642	26227	14561
643	26266	14519
644	26304	14477
645	26345	14437
646	26383	14394
647	26422	14353
648	26462	14311
649	26501	14270
650	26538	14227
651	26582	14188
652	26623	14147
653	26661	14105
654	26697	14062
655	26736	14020
656	26773	13977
657	26811	13935
658	26849	13893
659	26889	13852
660	26928	13810
661	26964	13767
662	27004	13726
663	27042	13684
664	27080	13641
665	27118	13599
666	27153	13556
667	27194	13515
668	27231	13473
669	27269	13431
670	27307	13389
671	27345	13347
672	27384	13305
673	27424	13264
674	27462	13222
675	27501	13181
676	27539	13139
677	27577	13097
678	27616	13055
679	27652	13013
680	27691	12971
681	27730	12930
682	27768	12888
683	27810	12848
684	27846	12805
685	27885	12763
686	27921	12721
687	27959	12679
688	27998	12638
689	28039	12597
690	28077	12555
691	28114	12513
692	28152	12471
693	28189	12429
694	28228	12388
695	28265	12345
696	28303	12304
697	28342	12262
698	28383	12222
699	28422	12181
700	28463	12140
701	28504	12100
702	28547	12060
703	28586	12019
704	28626	11978
705	28665	11937
706	28705	11896
707	28742	11854
708	28780	11812
709	28820	11771
710	28864	11732
711	28904	11691
712	28943	11650
713	28987	11611
714	29030	11571
715	29073	11532
716	29114	11491
717	29161	11453
718	29203	11413
719	29245	11373
720	29288	11333
721	29329	11293
722	29371	11253
723	29413	11212
724	29455	11172
725	29498	11132
726	29539	11092
727	29580	11052
728	29621	11011
729	29662	10971
730	29703	10930
731	29743	10889
732	29783	10848
733	29823	10808
734	29866	10768
735	29906	10727
736	29946	10686
737	29989	10646
738	30027	10605
739	30068	10564
740	30109	10524
741	30152	10484
742	30198	10445
743	30244	10406
744	30287	10366
745	30332	10327
746	30375	10287
747	30418	10248
748	30461	10208
749	30506	10168
750	30553	10130
751	30600	10091
752	30646	10052
753	30694	10014
754	30738	9974
755	30787	9936
756	30830	9896
757	30877	9858
758	30923	9818
759	30967	9779
760	31012	9739
761	31056	9700
762	31101	9660
763	31147	9621
764	31194	9582
765	31242	9543
766	31287	9504
767	31334	9465
768	31379	9426
769	31426	9387
770	31472	9347
771	31523	9309
772	31571	9271
773	31615	9231
774	31660	9191
775	31700	9150
776	31741	9109
777	31776	9067
778	31819	9027
779	31858	8985
780	31901	8945
781	31941	8904
782	31982	8863
783	32023	8822
784	32065	8782
785	32104	8740
786	32143	8699
787	32187	8659
788	32230	8619
789	32270	8578
790	32310	8537
791	32354	8497
792	32392	8455
793	32432	8414
794	32475	8374
795	32515	8333
796	32556	8292
797	32595	8250
798	32639	8211
799	32684	8171
800	32725	8130
801	32769	8090
802	32810	8049
803	32851	8008
804	32894	7968
805	32936	7927
806	32978	7886
807	33017	7845
808	33060	7805
809	33101	7764
810	33142	7723
811	33183	7682
812	33224	7641
813	33270	7602
814	33310	7561
815	33346	7519
816	33392	7479
817	33432	7438
818	33473	7397
819	33515	7356
820	33560	7317
821	33603	7276
822	33645	7235
823	33692	7196
824	33737	7156
825	33782	7116
826	33827	7076
827	33872	7036
828	33917	6996
829	33961	6956
830	34007	6916
831	34044	6874
832	34084	6833
833	34127	6792
834	34168	6751
835	34214	6711
836	34257	6671
837	34301	6631
838	34344	6590
839	34392	6550
840	34436	6510
841	34481	6470
842	34531	6431
843	34576	6390
844	34623	6351
845	34671	6311
846	34718	6271
847	34764	6231
848	34811	6191
849	34862	6152
850	34915	6113
851	34960	6073
852	35012	6033
853	35062	5994
854	35109	5954
855	35152	5913
856	35251	5882
857	35305	5843
858	35351	5802
859	35399	5762
860	35450	5723
861	35503	5683
862	35551	5643
863	35597	5603
864	35643	5562
865	35688	5522
866	35739	5482
867	35786	5442
868	35833	5401
869	35880	5361
870	35930	5321
871	35979	5281
872	36028	5241
873	36078	5201
874	36125	5160
875	36171	5120
876	36219	5079
877	36266	5039
878	36315	4999
879	36363	4958
880	36411	4918
881	36460	4877
882	36507	4837
883	36559	4797
884	36607	4756
885	36653	4716
886	36697	4675
887	36744	4634
888	36792	4593
889	36839	4553
890	36889	4512
891	36936	4472
892	36982	4431
893	37031	4390
894	37075	4349
895	37119	4308
896	37164	4267
897	37209	4226
898	37253	4185
899	37304	4144
900	37346	4103
901	37390	4062
902	37433	4021
903	37477	3979
904	37521	3938
905	37567	3897
906	37611	3856
907	37659	3815
908	37708	3774
909	37757	3734
910	37810	3693
911	37855	3652
912	37898	3611
913	37943	3570
914	37987	3528
915	38029	3487
916	38074	3446
917	38119	3405
918	38161	3363
919	38206	3322
920	38253	3281
921	38300	3240
922	38350	3199
923	38402	3158
924	38450	3117
925	38496	3076
926	38541	3035
927	38587	2993
928	38632	2952
929	38678	2911
930	38721	2869
931	38766	2828
932	38813	2787
933	38856	2745
934	38903	2704
935	38946	2662
936	38989	2621
937	39035	2580
938	39078	2538
939	39123	2497
940	39165	2455
941	39209	2414
942	39254	2372
943	39298	2331
944	39345	2289
945	39390	2248
946	39436	2207
947	39484	2165
948	39530	2124
949	39574	2082
950	39621	2041
951	39664	1999
952	39712	1958
953	39756	1916
954	39800	1875
955	39842	1833
956	39891	1792
957	39935	1750
958	39978	1709
959	40026	1667
960	40069	1626
961	40113	1584
962	40156	1542
963	40198	1501
964	40246	1459
965	40291	1418
966	40337	1376
967	40381	1334
968	40424	1293
969	40468	1251
970	40515	1210
971	40562	1168
972	40609	1126
973	40651	1085
974	40694	1043
975	40739	1001
976	40783	960
977	40828	918
978	40872	876
979	40916	835
980	40960	793
981	41004	751
982	41047	709
983	41093	668
984	41139	626
985	41183	584
986	41226	543
987	41269	501
988	41312	459
989	41355	417
990	41396	375
991	41439	334
992	41485	292
993	41532	250
994	41575	208
995	41622	167
996	41666	125
997	41709	83
998	41755	41
999	41801	0
